budget,gross
6000000,102300000
6000000,102308900
40000000,102310175
165000000,102315545
34000000,102413606
90000000,102515793
110000000,102608827
95000000,102678089
100000000,102797150
20000000,102922376
80000000,102981571
15000000,103001286
80000000,103028109
70000000,103338338
145000000,103400692
100000000,103738726
79000000,103812241
5000000,104007828
80000000,104054514
60000000,104148781
55000000,104354205
105000000,104374107
155000000,104383624
32000000,104632573
200000000,105219735
55000000,105263257
60000000,105264608
26000000,105444419
4000000,105500000
50000000,105807520
60000000,106126012
110000000,106369117
7500000,106593296
58000000,106635996
30000000,106694016
45000000,106793915
45000000,106807667
13000000,106952327
55000000,107100855
73000000,107225164
125000000,107285004
40000000,107458785
130000000,107503316
100000000,107515297
15000,107917283
8000000,107930000
63000000,108012170
54000000,108200000
37000000,108244774
30000000,108360000
120000000,108521835
92000000,108638745
40000000,108706165
60000000,109176215
26000000,109243478
15800000,109306210
35000000,109712885
25000000,109713132
80000000,109993847
48000000,110000082
35000000,110008260
10000000,110175871
26000000,110222438
100000000,110332737
92000000,110416702
52000000,110476776
140000000,111110575
145000000,111505642
90000000,111544445
11000000,111722000
38000000,111760631
15000000,111936400
4400000,112000000
80000000,112225777
35000000,112692062
85000000,112703470
72000000,112950721
56000000,113006880
125000000,113165635
110000000,113330342
38000000,113502246
7000000,113709992
127000000,113733726
170000000,113745408
150000000,114053579
60000000,114195633
20000000,114324072
20000000,114324072
18000000,114968774
777000,115000000
65000000,115603980
65000000,115603980
30000000,115646235
30000000,115648585
65000000,115731542
110000000,115802596
42000000,116006080
200000000,116593191
30000000,116631310
80000000,116643346
41000000,116724075
70000000,116735231
100000000,116866727
85000000,117144465
20000000,117224271
960000,117235247
35000000,117528646
70000000,117541000
30000000,117559438
75000000,117698894
144000000,118099659
144000000,118099659
61000000,118153533
110000000,118311368
68000000,118471320
40000000,118500000
52000000,118683135
75000000,118823091
6000000,119078393
100000000,119219978
65000000,119412921
65000000,119412921
150000000,119420252
2600000,119500000
28000000,119518352
70000000,119654900
78000000,119793567
18000000,119938730
80000000,120136047
87000000,120147445
75000000,120523073
90000000,120618403
75000000,120776832
25000000,121248145
20000000,121463226
60000000,121468960
20000000,121697350
25000000,121945720
30000000,122012643
62000000,122012710
130000000,122512052
100000000,123070338
135000000,123207194
65000000,123307945
13000000,123922370
180000000,124051759
180000000,124051759
48000000,124107476
80000000,124590960
35000000,124732962
12000000,124868837
100000000,124870275
120000000,124976634
30000000,125014030
40000000,125069696
92000000,125305545
200000000,125320003
110000000,125332007
110000000,125531634
52000000,125548685
60000000,125603360
50000000,126088877
85000000,126149655
50000000,126203320
130000000,126464904
40000000,126546825
150000000,126597121
46000000,126805112
135000000,126930660
50000000,126975169
76000000,127083765
16000000,127175354
38000000,127214072
150000000,127490802
85000000,127706877
80000000,127968405
50000000,127997349
15000000,128067808
75000000,128200012
19400870,128300000
18000000,128505958
54000000,128769345
140000000,129734803
110000000,129995817
15000000,130058047
100000000,130127620
99000000,130174897
80000000,130313314
185000000,130468626
45000000,130512915
19000000,130727000
115000000,131144183
103000000,131536019
150000000,131564731
130000000,131920333
102000000,132014112
21000000,132088910
137000000,132122995
90000000,132373442
33000000,132541238
120000000,132550960
75000000,133103929
175000000,133228348
150000000,133375846
150000000,133382309
80000000,133668525
75000000,134006721
25000000,134141530
55000000,134218018
35000000,134455175
150000000,134518390
110000000,134520804
75000000,134568845
6000000,134821952
50000000,135014968
150000000,135381507
44500000,136019448
80000000,136448821
60000000,136801374
70000000,137340146
20000000,137387272
127500000,137748063
200000000,137850096
6000000,137963328
10000000,138339411
130000000,138396624
42000000,138447667
40000000,138614544
15000000,138795342
60000000,139225854
150000000,139259759
45000000,139852971
133000000,140015224
140000000,140080850
75000000,140459099
60000,140530114
70000000,141204016
15000000,141319195
40000000,141340178
3000000,141600000
55000000,141600000
225000000,141614023
110000000,142614158
60000000,143151473
7500000,143492840
7500000,143492840
145000000,143523463
90000000,143618384
52000000,143704210
71500000,144156464
38000000,144512310
38000000,144512310
38000000,144512310
35000000,144731527
120000000,144795350
105000000,144812796
105000000,144812796
22000000,144833357
25000000,145000989
30000000,145096820
80000000,145771527
115000000,146282411
160000000,146405371
50000000,147637474
33000000,148085755
11000000,148170000
73000000,148213377
85000000,148313048
130000000,148337537
100000000,148383780
30000000,148734225
61000000,148775460
130000000,149234747
18000000,150056505
40000000,150117807
175000000,150167630
50000000,150315155
200000000,150350192
37000000,150368971
44000000,150415432
85000000,150832203
70000000,152149590
84000000,153288182
50000000,153620822
150000000,153629485
28000000,153665036
178000000,154985087
80000000,155019340
170000000,155111815
110000000,155181732
100000000,155370362
14000000,156645693
75000000,157299717
82000000,158115031
42000000,158348400
43000000,159578352
5500000,159600000
142000000,160201106
75000000,160762022
28000000,161029270
175000000,161087183
95000000,161317423
20000000,161487252
80000000,162001186
74000000,162495848
55000000,162586036
120000000,162792677
100000000,162804648
80000000,162831698
125000000,163192114
125000000,163192114
8200000,163214286
34200000,163479795
40000000,163947053
52000000,164435221
150000000,165230261
48000000,165500000
200000000,166112167
40000000,166147885
55000000,166225040
150000000,167007184
150000000,167007184
61000000,167735396
11000000,167780960
100000000,168213584
200000000,168368427
32500000,169076745
80000000,169692572
25000000,169705587
45000000,170684505
58000000,170708996
38000000,171031347
63000000,171383253
170000000,172051787
170000000,172051787
62000000,172071312
85000000,172620724
25000000,172825435
100000000,173005002
33000000,173381405
18000000,173585516
8800000,174635000
75000000,176049130
59000000,176387405
23000000,176483808
140000000,176636816
93000000,176740650
15000000,176781728
145000000,176997107
22000000,177200000
150000000,177243721
135000000,177343675
135000000,177343675
135000000,177343675
70000000,177575142
14000000,178406268
225000000,179020854
28000000,179870271
150000000,179883016
150000000,179982968
100000000,180011740
100000000,180011740
130000000,180191634
80000000,180965237
150000000,181015141
93000000,181166115
6000000,181360000
45000000,181395380
65000000,182204440
140000000,182618434
70000000,182805123
75000000,183132370
85000000,183405771
29000000,183436380
135000000,183635922
44000000,183875760
100000000,184031112
22000000,184208848
2000000,184925485
120000000,186336103
125000000,186739919
125000000,186830669
135000000,187165546
103000000,187670866
165000000,187991439
165000000,189412677
140000000,190418803
125000000,190871240
125000000,190871240
37000000,191449475
37000000,191449475
200000000,191450875
50000000,191616238
30000000,191796233
75000000,193136719
150000000,195000874
80000000,195329763
90000000,196573705
48000000,197171806
100000000,197992827
175000000,198332128
140000000,198539855
3977000,198655278
209000000,200069408
245000000,200074175
260000000,200807262
95000000,201148159
95000000,201148159
140000000,201573391
98000000,202007640
190000000,202351611
200000000,202853933
8000000,204565000
102000000,204843350
150000000,205343774
33000000,205399422
170000000,206360018
150000000,206435493
150000000,206456431
170000000,208543795
90000000,209019489
145000000,209364921
125000000,209805005
65000000,210592590
19000000,210609762
63000000,213079163
110000000,214948780
130000000,215395021
125000000,215397307
70000000,216119491
145000000,216366733
60000000,217326336
28000000,217350219
165000000,217387997
125000000,217536138
22000000,217631306
207000000,218051260
207000000,218051260
207000000,218051260
50000000,218628680
25000000,219200000
75000000,219613391
165000000,222487711
180000000,223806889
90000000,226138454
110000000,227137090
150000000,227946274
72000000,227965690
108000000,228430993
190000000,228756232
73000000,229074524
90000000,233630478
200000000,233914986
132000000,234277056
210000000,234360014
14000000,234760500
215000000,234903076
215000000,234903076
185000000,237282182
165000000,238371987
250000000,241063875
180000000,241407328
5000000,241437427
92000000,241688385
18000000,242374454
81000000,242589580
120000000,244052771
210000000,245428137
90000000,245823397
130000000,249358727
90000000,250147615
110000000,250863268
35000000,251188924
69000000,251501645
80000000,254455986
250000000,255108370
29000000,255950375
150000000,256386216
150000000,257704099
60000000,257756197
225000000,258355354
170000000,259746958
8000000,260000000
123000000,260031035
92000000,261437578
100000000,261970615
230000000,262030663
60000000,267652016
200000000,268488329
100000000,274084951
35000000,277313371
80000000,279167575
150000000,281492479
160000000,281666058
18000000,285761243
115000000,289907418
150000000,289994397
18000000,290158751
225000000,291021565
180000000,291709845
150000000,292000866
120000000,292298923
120000000,292298923
160000000,292568851
175000000,292979556
40000000,293501675
50000000,296623634
68000000,300523113
250000000,301956980
180000000,303001229
200000000,304360277
200000000,304360277
140000000,305388685
75000000,306124059
32500000,309125409
300000000,309404152
115000000,310675583
200000000,312057433
93000000,313837577
185000000,317011114
125000000,317557891
140000000,318298180
150000000,318759914
160000000,320706665
75000000,323505540
55000000,329691196
250000000,330249062
170000000,333130696
200000000,334185206
200000000,334185206
74000000,336029560
258000000,336530303
258000000,336530303
125000000,337103873
94000000,340478898
190000000,350034110
58800000,350123553
195000000,352358779
175000000,356454367
63000000,356784000
175000000,362645141
175000000,362645141
58000000,363024263
76000000,368049635
200000000,373377893
94000000,377019252
113000000,380262555
94000000,380838870
150000000,400736600
200000000,402076689
139000000,403706375
250000000,407197282
78000000,407999255
200000000,408992272
200000000,414984497
45000000,422783777
225000000,423032628
130000000,424645577
10500000,434949459
150000000,436471036
250000000,448130642
250000000,458991599
11000000,460935665
115000000,474544677
185000000,533316061
220000000,623279547
220000000,623279547
150000000,652177271
200000000,658672302
237000000,760505847
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
100000000,100000000
